condition_id,provider,model,tier,theorem_id,theorem_name,question_id,sample,verdict,finish_reason,latency_s,timestamp,error
deepseek|deepseek-chat|5|meaning|1,deepseek,deepseek-chat,legacy,5,Riemann_hypothesis_in_closure_of_not_not,meaning,1,,stop,5.75,2026-06-14T22:57:43.962210+00:00,
deepseek|deepseek-chat|5|meaning|2,deepseek,deepseek-chat,legacy,5,Riemann_hypothesis_in_closure_of_not_not,meaning,2,,stop,5.64,2026-06-14T22:57:44.018475+00:00,
deepseek|deepseek-chat|6|compiles|0,deepseek,deepseek-chat,legacy,6,TFAE_7_binary,compiles,0,not_compiles,stop,3.5,2026-06-14T22:57:45.167173+00:00,
deepseek|deepseek-chat|6|compiles|1,deepseek,deepseek-chat,legacy,6,TFAE_7_binary,compiles,1,not_compiles,stop,4.15,2026-06-14T22:57:48.669395+00:00,
deepseek|deepseek-chat|6|compiles|2,deepseek,deepseek-chat,legacy,6,TFAE_7_binary,compiles,2,not_compiles,stop,3.31,2026-06-14T22:57:49.658627+00:00,
deepseek|deepseek-chat|6|meaning|0,deepseek,deepseek-chat,legacy,6,TFAE_7_binary,meaning,0,,stop,6.62,2026-06-14T22:57:49.713119+00:00,
deepseek|deepseek-chat|6|meaning|1,deepseek,deepseek-chat,legacy,6,TFAE_7_binary,meaning,1,,stop,5.65,2026-06-14T22:57:49.857830+00:00,
deepseek|deepseek-chat|6|meaning|2,deepseek,deepseek-chat,legacy,6,TFAE_7_binary,meaning,2,,stop,6.4,2026-06-14T22:57:52.822807+00:00,
deepseek|deepseek-chat|7|compiles|0,deepseek,deepseek-chat,legacy,7,not_dot_not_det_or_and_not_det_and,compiles,0,not_compiles,stop,4.2,2026-06-14T22:57:52.967228+00:00,
deepseek|deepseek-chat|7|compiles|1,deepseek,deepseek-chat,legacy,7,not_dot_not_det_or_and_not_det_and,compiles,1,not_compiles,stop,2.89,2026-06-14T22:57:55.510696+00:00,
deepseek|deepseek-chat|7|compiles|2,deepseek,deepseek-chat,legacy,7,not_dot_not_det_or_and_not_det_and,compiles,2,not_compiles,stop,3.09,2026-06-14T22:57:56.328755+00:00,
deepseek|deepseek-chat|7|meaning|0,deepseek,deepseek-chat,legacy,7,not_dot_not_det_or_and_not_det_and,meaning,0,,stop,4.9,2026-06-14T22:57:57.163022+00:00,
deepseek|deepseek-chat|7|meaning|1,deepseek,deepseek-chat,legacy,7,not_dot_not_det_or_and_not_det_and,meaning,1,,stop,12.46,2026-06-14T22:57:58.405420+00:00,
deepseek|deepseek-chat|7|meaning|2,deepseek,deepseek-chat,legacy,7,not_dot_not_det_or_and_not_det_and,meaning,2,,stop,4.99,2026-06-14T22:57:59.221627+00:00,
deepseek|deepseek-chat|8|compiles|0,deepseek,deepseek-chat,legacy,8,Exists_GrpCat_nonmeasurable,compiles,0,not_compiles,stop,7.25,2026-06-14T22:57:59.418248+00:00,
deepseek|deepseek-chat|8|compiles|1,deepseek,deepseek-chat,legacy,8,Exists_GrpCat_nonmeasurable,compiles,1,not_compiles,stop,6.04,2026-06-14T22:58:02.065187+00:00,
deepseek|deepseek-chat|8|compiles|2,deepseek,deepseek-chat,legacy,8,Exists_GrpCat_nonmeasurable,compiles,2,not_compiles,stop,5.84,2026-06-14T22:58:04.213895+00:00,
deepseek|deepseek-chat|8|meaning|0,deepseek,deepseek-chat,legacy,8,Exists_GrpCat_nonmeasurable,meaning,0,,stop,5.02,2026-06-14T22:58:06.671939+00:00,
deepseek|deepseek-chat|8|meaning|1,deepseek,deepseek-chat,legacy,8,Exists_GrpCat_nonmeasurable,meaning,1,,stop,8.09,2026-06-14T22:58:08.106928+00:00,
deepseek|deepseek-chat|8|meaning|2,deepseek,deepseek-chat,legacy,8,Exists_GrpCat_nonmeasurable,meaning,2,,stop,6.73,2026-06-14T22:58:10.049219+00:00,
deepseek|deepseek-chat|9|compiles|0,deepseek,deepseek-chat,legacy,9,riemannZeta_one',compiles,0,compiles,stop,2.8,2026-06-14T22:58:10.868443+00:00,
deepseek|deepseek-chat|9|compiles|1,deepseek,deepseek-chat,legacy,9,riemannZeta_one',compiles,1,not_compiles,stop,3.38,2026-06-14T22:58:11.689603+00:00,
deepseek|deepseek-chat|9|compiles|2,deepseek,deepseek-chat,legacy,9,riemannZeta_one',compiles,2,not_compiles,stop,2.63,2026-06-14T22:58:13.665869+00:00,
deepseek|deepseek-chat|9|meaning|0,deepseek,deepseek-chat,legacy,9,riemannZeta_one',meaning,0,,stop,3.52,2026-06-14T22:58:15.068349+00:00,
deepseek|deepseek-chat|9|meaning|1,deepseek,deepseek-chat,legacy,9,riemannZeta_one',meaning,1,,stop,7.47,2026-06-14T22:58:16.195359+00:00,
deepseek|deepseek-chat|9|meaning|2,deepseek,deepseek-chat,legacy,9,riemannZeta_one',meaning,2,,stop,6.24,2026-06-14T22:58:16.296296+00:00,
deepseek|deepseek-v4-pro|10.5|compiles|0,deepseek,deepseek-v4-pro,frontier,10.5,first_prime_gt_3_even_minus4_is_0,compiles,0,not_compiles,stop,39.07,2026-06-14T22:52:32.433506+00:00,
deepseek|deepseek-v4-pro|10.5|compiles|1,deepseek,deepseek-v4-pro,frontier,10.5,first_prime_gt_3_even_minus4_is_0,compiles,1,not_compiles,stop,23.35,2026-06-14T22:52:43.289324+00:00,
deepseek|deepseek-v4-pro|10.5|compiles|2,deepseek,deepseek-v4-pro,frontier,10.5,first_prime_gt_3_even_minus4_is_0,compiles,2,not_compiles,stop,19.47,2026-06-14T22:52:47.592170+00:00,
deepseek|deepseek-v4-pro|10.5|meaning|0,deepseek,deepseek-v4-pro,frontier,10.5,first_prime_gt_3_even_minus4_is_0,meaning,0,,stop,15.25,2026-06-14T22:52:54.893472+00:00,
deepseek|deepseek-v4-pro|10.5|meaning|1,deepseek,deepseek-v4-pro,frontier,10.5,first_prime_gt_3_even_minus4_is_0,meaning,1,,stop,20.89,2026-06-14T22:53:06.636719+00:00,
deepseek|deepseek-v4-pro|10.5|meaning|2,deepseek,deepseek-v4-pro,frontier,10.5,first_prime_gt_3_even_minus4_is_0,meaning,2,,stop,8.28,2026-06-14T22:53:07.058252+00:00,
deepseek|deepseek-v4-pro|10|compiles|0,deepseek,deepseek-v4-pro,frontier,10,two_minus_three_eq_infty,compiles,0,not_compiles,stop,30.52,2026-06-14T22:50:52.355058+00:00,
deepseek|deepseek-v4-pro|10|compiles|1,deepseek,deepseek-v4-pro,frontier,10,two_minus_three_eq_infty,compiles,1,compiles,stop,29.31,2026-06-14T22:51:22.876556+00:00,
deepseek|deepseek-v4-pro|10|compiles|2,deepseek,deepseek-v4-pro,frontier,10,two_minus_three_eq_infty,compiles,2,compiles,stop,35.71,2026-06-14T22:51:52.189667+00:00,
deepseek|deepseek-v4-pro|10|meaning|0,deepseek,deepseek-v4-pro,frontier,10,two_minus_three_eq_infty,meaning,0,,stop,21.88,2026-06-14T22:52:10.550574+00:00,
deepseek|deepseek-v4-pro|10|meaning|1,deepseek,deepseek-v4-pro,frontier,10,two_minus_three_eq_infty,meaning,1,,stop,15.39,2026-06-14T22:52:27.899131+00:00,
deepseek|deepseek-v4-pro|10|meaning|2,deepseek,deepseek-v4-pro,frontier,10,two_minus_three_eq_infty,meaning,2,,stop,18.1,2026-06-14T22:52:29.489770+00:00,
deepseek|deepseek-v4-pro|11|compiles|0,deepseek,deepseek-v4-pro,frontier,11,unique_proofs,compiles,0,not_compiles,stop,43.4,2026-06-14T22:53:10.139860+00:00,
deepseek|deepseek-v4-pro|11|compiles|1,deepseek,deepseek-v4-pro,frontier,11,unique_proofs,compiles,1,not_compiles,stop,38.86,2026-06-14T22:53:11.499456+00:00,
deepseek|deepseek-v4-pro|11|compiles|2,deepseek,deepseek-v4-pro,frontier,11,unique_proofs,compiles,2,not_compiles,stop,24.37,2026-06-14T22:53:15.340089+00:00,
deepseek|deepseek-v4-pro|11|meaning|0,deepseek,deepseek-v4-pro,frontier,11,unique_proofs,meaning,0,,stop,47.8,2026-06-14T22:53:27.529581+00:00,
deepseek|deepseek-v4-pro|11|meaning|1,deepseek,deepseek-v4-pro,frontier,11,unique_proofs,meaning,1,,stop,28.36,2026-06-14T22:53:39.712289+00:00,
deepseek|deepseek-v4-pro|11|meaning|2,deepseek,deepseek-v4-pro,frontier,11,unique_proofs,meaning,2,,stop,77.94,2026-06-14T22:53:50.359464+00:00,
deepseek|deepseek-v4-pro|12|compiles|0,deepseek,deepseek-v4-pro,frontier,12,Theorem_12.rational_polynomial_coordinates,compiles,0,not_compiles,stop,44.03,2026-06-14T22:53:53.537681+00:00,
deepseek|deepseek-v4-pro|12|compiles|1,deepseek,deepseek-v4-pro,frontier,12,Theorem_12.rational_polynomial_coordinates,compiles,1,not_compiles,stop,31.75,2026-06-14T22:54:08.075836+00:00,
deepseek|deepseek-v4-pro|12|compiles|2,deepseek,deepseek-v4-pro,frontier,12,Theorem_12.rational_polynomial_coordinates,compiles,2,not_compiles,stop,36.04,2026-06-14T22:54:15.333216+00:00,
deepseek|deepseek-v4-pro|12|meaning|0,deepseek,deepseek-v4-pro,frontier,12,Theorem_12.rational_polynomial_coordinates,meaning,0,,stop,47.01,2026-06-14T22:54:37.569214+00:00,
deepseek|deepseek-v4-pro|12|meaning|1,deepseek,deepseek-v4-pro,frontier,12,Theorem_12.rational_polynomial_coordinates,meaning,1,,stop,61.99,2026-06-14T22:54:39.822303+00:00,
deepseek|deepseek-v4-pro|12|meaning|2,deepseek,deepseek-v4-pro,frontier,12,Theorem_12.rational_polynomial_coordinates,meaning,2,,stop,22.65,2026-06-14T22:54:51.373901+00:00,
deepseek|deepseek-v4-pro|13|compiles|0,deepseek,deepseek-v4-pro,frontier,13,Theorem_13.a_eq_b_eq_c,compiles,0,not_compiles,stop,49.21,2026-06-14T22:55:08.304608+00:00,
deepseek|deepseek-v4-pro|13|compiles|1,deepseek,deepseek-v4-pro,frontier,13,Theorem_13.a_eq_b_eq_c,compiles,1,not_compiles,stop,21.2,2026-06-14T22:55:14.024833+00:00,
deepseek|deepseek-v4-pro|13|compiles|2,deepseek,deepseek-v4-pro,frontier,13,Theorem_13.a_eq_b_eq_c,compiles,2,not_compiles,stop,43.0,2026-06-14T22:55:24.581776+00:00,
deepseek|deepseek-v4-pro|13|meaning|0,deepseek,deepseek-v4-pro,frontier,13,Theorem_13.a_eq_b_eq_c,meaning,0,,stop,26.31,2026-06-14T22:55:35.226991+00:00,
deepseek|deepseek-v4-pro|13|meaning|1,deepseek,deepseek-v4-pro,frontier,13,Theorem_13.a_eq_b_eq_c,meaning,1,,stop,32.67,2026-06-14T22:55:41.811548+00:00,
deepseek|deepseek-v4-pro|13|meaning|2,deepseek,deepseek-v4-pro,frontier,13,Theorem_13.a_eq_b_eq_c,meaning,2,,stop,36.08,2026-06-14T22:55:57.515434+00:00,
deepseek|deepseek-v4-pro|14|compiles|0,deepseek,deepseek-v4-pro,frontier,14,Theorem_14.overflow,compiles,0,not_compiles,stop,19.92,2026-06-14T22:56:01.541434+00:00,
deepseek|deepseek-v4-pro|14|compiles|1,deepseek,deepseek-v4-pro,frontier,14,Theorem_14.overflow,compiles,1,not_compiles,stop,26.33,2026-06-14T22:56:07.581844+00:00,
deepseek|deepseek-v4-pro|14|compiles|2,deepseek,deepseek-v4-pro,frontier,14,Theorem_14.overflow,compiles,2,not_compiles,stop,23.31,2026-06-14T22:56:14.483422+00:00,
deepseek|deepseek-v4-pro|14|meaning|0,deepseek,deepseek-v4-pro,frontier,14,Theorem_14.overflow,meaning,0,,stop,23.31,2026-06-14T22:56:21.458486+00:00,
deepseek|deepseek-v4-pro|14|meaning|1,deepseek,deepseek-v4-pro,frontier,14,Theorem_14.overflow,meaning,1,,stop,70.37,2026-06-14T22:56:33.595662+00:00,
deepseek|deepseek-v4-pro|14|meaning|2,deepseek,deepseek-v4-pro,frontier,14,Theorem_14.overflow,meaning,2,,stop,28.16,2026-06-14T22:56:33.908222+00:00,
deepseek|deepseek-v4-pro|1|compiles|0,deepseek,deepseek-v4-pro,frontier,1,one_half_third_coord_is_bijection,compiles,0,not_compiles,stop,9.13,2026-06-14T22:43:28.435185+00:00,
deepseek|deepseek-v4-pro|1|compiles|1,deepseek,deepseek-v4-pro,frontier,1,one_half_third_coord_is_bijection,compiles,1,not_compiles,stop,8.72,2026-06-14T22:43:28.435612+00:00,
deepseek|deepseek-v4-pro|1|compiles|2,deepseek,deepseek-v4-pro,frontier,1,one_half_third_coord_is_bijection,compiles,2,not_compiles,stop,8.53,2026-06-14T22:43:28.435863+00:00,
deepseek|deepseek-v4-pro|1|meaning|0,deepseek,deepseek-v4-pro,frontier,1,one_half_third_coord_is_bijection,meaning,0,,stop,70.7,2026-06-14T22:43:28.435951+00:00,
deepseek|deepseek-v4-pro|1|meaning|1,deepseek,deepseek-v4-pro,frontier,1,one_half_third_coord_is_bijection,meaning,1,,stop,26.16,2026-06-14T22:43:36.968135+00:00,
deepseek|deepseek-v4-pro|1|meaning|2,deepseek,deepseek-v4-pro,frontier,1,one_half_third_coord_is_bijection,meaning,2,,stop,88.73,2026-06-14T22:43:37.155273+00:00,
deepseek|deepseek-v4-pro|2|compiles|0,deepseek,deepseek-v4-pro,frontier,2,polynomial_factorization_30,compiles,0,not_compiles,stop,23.17,2026-06-14T22:43:37.563550+00:00,
deepseek|deepseek-v4-pro|2|compiles|1,deepseek,deepseek-v4-pro,frontier,2,polynomial_factorization_30,compiles,1,not_compiles,stop,15.63,2026-06-14T22:44:00.731950+00:00,
deepseek|deepseek-v4-pro|2|compiles|2,deepseek,deepseek-v4-pro,frontier,2,polynomial_factorization_30,compiles,2,not_compiles,stop,28.43,2026-06-14T22:44:03.133602+00:00,
deepseek|deepseek-v4-pro|2|meaning|0,deepseek,deepseek-v4-pro,frontier,2,polynomial_factorization_30,meaning,0,,stop,47.71,2026-06-14T22:44:16.358323+00:00,
deepseek|deepseek-v4-pro|2|meaning|1,deepseek,deepseek-v4-pro,frontier,2,polynomial_factorization_30,meaning,1,,stop,30.57,2026-06-14T22:44:31.560742+00:00,
deepseek|deepseek-v4-pro|2|meaning|2,deepseek,deepseek-v4-pro,frontier,2,polynomial_factorization_30,meaning,2,,stop,14.34,2026-06-14T22:44:39.141563+00:00,
deepseek|deepseek-v4-pro|3|compiles|0,deepseek,deepseek-v4-pro,frontier,3,polynomials_within_polynomials,compiles,0,not_compiles,stop,35.66,2026-06-14T22:44:53.477972+00:00,
deepseek|deepseek-v4-pro|3|compiles|1,deepseek,deepseek-v4-pro,frontier,3,polynomials_within_polynomials,compiles,1,not_compiles,stop,44.55,2026-06-14T22:45:02.135651+00:00,
deepseek|deepseek-v4-pro|3|compiles|2,deepseek,deepseek-v4-pro,frontier,3,polynomials_within_polynomials,compiles,2,not_compiles,stop,37.82,2026-06-14T22:45:04.064551+00:00,
deepseek|deepseek-v4-pro|3|meaning|0,deepseek,deepseek-v4-pro,frontier,3,polynomials_within_polynomials,meaning,0,,stop,82.96,2026-06-14T22:45:05.882754+00:00,
deepseek|deepseek-v4-pro|3|meaning|1,deepseek,deepseek-v4-pro,frontier,3,polynomials_within_polynomials,meaning,1,,stop,145.02,2026-06-14T22:45:29.139113+00:00,
deepseek|deepseek-v4-pro|3|meaning|2,deepseek,deepseek-v4-pro,frontier,3,polynomials_within_polynomials,meaning,2,,stop,77.09,2026-06-14T22:45:41.880352+00:00,
deepseek|deepseek-v4-pro|4|compiles|0,deepseek,deepseek-v4-pro,frontier,4,set_of_nonzero_reals_is_continuous_nonmono_surjection,compiles,0,not_compiles,stop,16.58,2026-06-14T22:45:46.682804+00:00,
